file,n_nodes,n_edges,density,avg_degree,diameter_lcc,aspl_lcc,avg_clustering,degree_entropy,node_label_entropy,edge_label_entropy,lap_num_unique_eigs,lap_spectral_entropy,adj_graph_energy,wl_hash,error
135_0_0.json,8.0,7.0,0.25,1.75,6.0,2.6785714285714284,0.0,1.4056390622295662,3.0,2.2359263506290326,8.0,2.4090987795641765,8.828427124746188,276ed2e3c46f747b37f6a562ece75572,
135_1_0.json,19.0,18.0,0.10526315789473684,1.894736842105263,6.0,3.508771929824561,0.0,1.1674367232867007,2.670339700231107,2.4466166676282084,7.0,3.6415456423411943,21.325165481824637,8fe60b32911c9eca9247c8b9de13f51b,
135_1_2.json,,,,,,,,,,,,,,,'label'
135_2_0.json,,,,,,,,,,,,,,,'label'
135_2_1.json,8.0,7.0,0.25,1.75,3.0,2.0357142857142856,0.0,1.061278124459133,3.0,2.5216406363433186,5.0,2.2482597710537124,7.1152945826557,ecdafb2b0c6fbfab31e19a34ac6806b4,
135_4_1.json,4.0,3.0,0.5,1.5,3.0,1.6666666666666667,0.0,1.0,2.0,1.584962500721156,4.0,1.3188798585163943,4.47213595499958,b16b53b16e63f13c427a769d94dc7b09,
136_0_0.json,6.0,5.0,0.3333333333333333,1.6666666666666667,4.0,2.066666666666667,0.0,1.4591479170272448,2.584962500721156,2.321928094887362,6.0,1.9418811922522923,6.898979485566356,ce922bc9f4ca611b91111955067248fc,
136_1_0.json,,,,,,,,,,,,,,,'label'
136_2_0.json,,,,,,,,,,,,,,,'label'
136_3_0.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591334,2.8284271247461907,e28fcc6cff86e27a94e428dc06feef26,
137_0_1.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591327,2.8284271247461903,9c526dd568da36895dc5ba9ac7400e26,
137_1_0.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591327,2.8284271247461903,6df845994f07c018798838b3d8234c25,
138_0_1.json,5.0,4.0,0.4,1.6,4.0,2.0,0.0,0.9709505944546686,2.321928094887362,1.0,5.0,1.6922579284573502,5.464101615137754,ca86c32baded951a7ee6ee2dd1af9de5,
138_1_0.json,,,,,,,,,,,,,,,'label'
138_2_1.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591327,2.8284271247461903,25ad30312f22088f0403ad17ca4d76db,
139_1_0.json,,,,,,,,,,,,,,,'label'
139_1_5.json,,,,,,,,,,,,,,,'label'
139_2_0.json,,,,,,,,,,,,,,,'label'
13_0_1.json,4.0,3.0,0.5,1.5,2.0,1.5,0.0,0.8112781244591328,2.0,1.584962500721156,3.0,1.2516291673878228,3.4641016151377544,7b65197f3615cc6bc39a245142d548b9,
13_0_2.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591334,2.8284271247461907,5dd253480736ec3b4c12985e13e27146,
13_1_1.json,,,,,,,,,,,,,,,'label'
13_1_2.json,,,,,,,,,,,,,,,'label'
13_2_0.json,8.0,7.0,0.25,1.75,5.0,2.4285714285714284,0.0,1.5,3.0,2.2359263506290326,8.0,2.37449122086764,9.331737161808409,cf27b52efd9e0daf6ba98a0ba75dd1ec,
13_3_1.json,4.0,3.0,0.5,1.5,3.0,1.6666666666666667,0.0,1.0,2.0,1.584962500721156,4.0,1.3188798585163943,4.47213595499958,69988f1d31841cb84c36c9f4de87af02,
13_4_0.json,,,,,,,,,,,,,,,'label'
13_5_0.json,6.0,7.0,0.4666666666666667,2.3333333333333335,3.0,1.6,0.25,1.7924812503605778,2.584962500721156,1.3787834934861756,6.0,2.0796867866817053,7.664074803029531,4046495cc396c82e3b2148400332329d,
13_6_0.json,,,,,,,,,,,,,,,'label'
13_7_0.json,,,,,,,,,,,,,,,'label'
